,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E3,E30,E31,E32,E33,E34,E35,E36,E37,E38,E4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E5,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E6,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E7,E70,E71,E72,E73,E74,E75,E8,E9,XH221,XH222,XH227,XH228,XH229,XH232,XH234,XH235,XH236,XH237,XH238,XH239_2,XH240,XH241,XH243,XH249,XH250_2,XH251,XH253,XH254,XH255,XH256,XH257,XH258,XH259,XH260,XH261,XH262,XH265,XH272,XH273,XH274,XH427_1,XH427_2
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Segetibacter,0.000727997,0,0,0,0.004869804,0,0.001595076,0.000501464,0,0.000120641,0,0.002177775,0,0,0,0.000813643,0.003636816,0.000153406,0.001777923,0.000760987,0.000171485,0.000100318,0.002957764,0,0,0.000163206,0,0,0,0,0,0,0,0.004990903,0.001259024,0.002684517,0.001348949,0,0.000137677,0,0,0,0,0.00181859,0,0,0,0,0,0,0,0,0,0,0.000595068,0,0,0,0.000290453,0,0,0,0,0,0,0,0,0,0,0,0,0.000444381,0.001337164,0.003115693,0.00010174,0.000734811,0.001871323,0.000232091,0.001987982,0,0.000148889,0,0.000449861,0.000227598,0,0.000594198,0.000604071,0,0.000484911,0.00152259,0.000287323,0.000130896,0.000828912,0.000588815,0,0.001372084,0,0,0.000556572,0.001049997,0,0.001124859,0.001097927,0.000212515,0.000145092,0,0.00022767,0.001395726
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Terrimonas,0,0,0,0.000198098,0,0,0,0,0,0,0,0,0,0,0.000155231,0,0.000145058,0.000163633,0.000153269,0.000211385,0,0,0,0,0.00010487,0,0,0,0,0,0,0,0,0,0,0.000175842,0,0,0,0,0,0,0,0.000258195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285651,0,0.000367572,0,0,0,0,0,0,0,0.000501745,0,0,0,0,0,0,0,0,0.00045872,0,0,0.000126,0,0,0,0,0.000367565,0.000772218,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__uncultured,0,0,0,0.000490033,0.000105636,0,0.000235171,0.000220644,0,0,0,0,0.00010176,0,0.00021915,0.000141031,0.000362645,0.00010227,0.000470026,0.000591879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221272,0,0.000539248,0,0,0,0,0,0,0,0.00019084,0,0,0,0,0,0,0,0,0,0,0.00013637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115571,0,0.000338547,0,0,0.000113167
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109575,0,0.000165781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027328,0,0,0,0,0,0,0,0.000212801,0.000158986,0.000173029,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cytophagaceae.g__Rhodocytophaga,0,0,0,0,0.000242962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025815,0,0.000199287,0.000230053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cytophagaceae.g__Sporocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115043,0,0,0,0,0,0,0,0,0,0,0,0.00027328,0,0,0,0,0,0,0,0,0,0,0.000301779
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae.g__Adhaeribacter,0,0,0,0,0.000158453,0,0.001278106,0.000130381,0,0.000120641,0,0,0,0,0.000109575,0.000206123,0.000600955,0.000143179,0.001093321,0.000317078,0,0,0.000114126,0,0.00010487,0,0,0,0,0,0,0,0,0.001425972,0.00044675,0.000351683,0.000428736,0,0,0,0,0,0,0.000707229,0,0,0,0,0,0,0,0,0,0,0.000148767,0,0,0,0.000130203,0,0,0,0,0,0,0,0,0,0,0,0,0.000113459,0.000135806,0.000401343,0,0,0.000317173,0.001115822,0.000587358,0,0,0,0.000119963,0.000142249,0,0,0.000175375,0,0.000169719,0.000279659,0,0.000203616,0,0.000182736,0,0.000213831,0,0,0.000185524,0,0,0,0.0004045,0,0,0.000113562,0,0.00016975
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae.g__Hymenobacter,0.000258631,0,0,0,0.001637353,0,0.000725964,0,0,0.000160854,0,0.000191033,0,0,0,0.000238669,0.000911794,0,0.000429154,0.000116262,0,0,0.000637203,0,0,0.000153605,0,0,0,0,0,0,0,0.001745587,0.000477211,0.000656476,0.000428736,0,0,0,0,0,0,0.000370454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000350547,0,0,0,0,0,0,0,0,0,0,0,0,0.000255283,0.000543223,0.000274603,0.000133533,0.000181542,0.000348891,0,0.000248498,0,0.000148889,0,0.00012996,0,0,0.000146802,0.00012666,0,0,0.000714685,0,0.000159984,0.000221043,0.000111672,0.00010331,0.000204922,0,0,0.000265034,0,0,0.00011125,0.000423761,0,0,0.000113562,0,0.000132028
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.g__Chryseolinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182625,0,0,0,0,0.000232524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.g__uncultured,0,0,0,0,0,0.000267004,0,0,0,0,0,0,0,0,0.000182625,0,0.000113974,0.000347719,0,0.000105693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196686,0.000192915,0.000128951,0.000177768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232146,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Spirosomaceae.g__Spirosoma,0,0,0,0,0.000179581,0,0.000102248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__uncultured.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001064,0.000317972,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Myroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Chryseobacterium,0.001666731,0.001649696,0.002085288,0.252116523,0.044535995,0.000732109,0.000593041,0.000541581,0.000260805,0.000462456,0.000374828,0.001938984,0.004162003,0.000371219,0.003606845,0,0,0,0,0,0,0,0.003109932,0,0,0,0,0.000718444,0,0,0,0,0.001109122,0,0,0.000269624,0,0,0,0.032302275,0.003522124,0.000304364,0.000411005,0.002503368,0.000913553,0.000304469,0.000409549,0.00015628,0.000332948,0.000132713,0.000911284,0,0.000289919,0.000345209,0.002727397,0,0.003914115,0.000103947,0.00016025,0.000131076,0,0,0,0.000474918,0,0.00107528,0,0,0,0.000192652,0,0,0.000731261,0.000802687,0,0,0,0.000285651,0.001084354,0.000435957,0,0,0.00057982,0.001827894,0.000675875,0.000216707,0,0.0004363,0.000630385,0.000870052,0.000629004,0,0.000221043,0,0,0.000196012,0,0.000406737,0,0.000352799,0,0.000247222,0,0,0.001170405,0.001271889,0.000573729,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Cloacibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001151613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235273,0,0,0,0,0,0.000245991,0,0,0,0,0,0,0,0,0.000497172,0,0.000247248,0,0,0,0,0,0,0.000225279,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Empedobacter,0,0,0,0,0,0,0,0,0,0,0.000121566,0,0.001536583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190176,0,0,0,0,0,0.000442543,0.000284296,0.000492357,0.000188225,0.000157549,0,0.000228419,0,0,0,0,0,0,0,0,0.000147977,0,0.000589654,0,0.000259927,0.000177536,0,0,0.00073289,0.000789996,0.000220344,0.000141159,0.002031976,0.003378793,0,0.003829029,0,0,0.00010003,0,0.000100516,0,0.000134648,0,0,0,0,0,0,0.000124972,0,0,0.001877302,0.000125111,0.000109966,0,0,0,0,0.000109075,0.002699339,0.000403953,0,0.000203616,0,0.000121824,0.000185958,0,0.00011712,0,0,0,0.000156151,0,0.0004045,0,0,0.000249835,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Lentimicrobiaceae.g__Lentimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Arcticibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282736,0,0.000140673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142728,0,0,0,0,0,0,0.000106686,0,0,0,0.000163613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363397,0,0
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001647849,0,0,0,0,0,0,0,0,0,0.000160554,0,0,0,0,0.000328623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135544,0,0,0,0,0.000348509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232146,0,0,0
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__Bdellovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145058,0.000153406,0,0.000126831,0,0,0,0,0,0,0,0.000623356,0,0,0,0,0,0.000147514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100175,0
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__OM27_clade,0,0,0,0,0,0,0,0,0,0,0,0,0.000142465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__0319.6G20.g__0319.6G20,0,0,0,0.000114688,0,0,0,0.000190556,0,0,0,0,0.000162817,0,0,0,0,0,0.000183923,0.000221954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405665,0,0.000187564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174316,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__Oligoflexales.g__Oligoflexus,0,0,0,0,0,0,0,0.000100293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Silvanigrellales.f__Silvanigrellaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0.000219688,0,0,0,0,0.000424813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245857,0.000162455,0.000187564,0.00024051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155366,0,0,0,0,0,0,0,0,0,0,0,0,0.000115571,0,0,0,0,0
d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__Pseudarcobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Helicobacter,0,0,0,0.000125115,0,0,0,0,0.000149031,0,0,0,0,0,0,0,0,0,0,0,0.000312708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104692,0,0,0.000100654,0,0.008288417,0.000732629,0,0,0,0,0,0,0,0,0.000223151,0,0.00012886,0,0,0,0,0,0,0,0,0.007936589,0,0,0,0.000128434,0,0,0,0,0,0,0,0,0.000338861,0.000726595,0,0,0,0,0,0,0,0.004101222,0,0,0,0,0,0,0,0,0.00072224,0,0,0,0.000829552,0,0,0.003814644,0.001286478,0.002475641,0,0
d__Bacteria.p__Chloroflexi.__.__.__.__,0,0,0,0,0,0,0.000132923,0,0,0,0,0,0,0,0,0.000130183,0.000341923,0,0.00044959,0.000369924,0,0,0,0,0,0,0,0,0,0,0,0,0.000126479,0.000307322,0,0.000140673,0.000156855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158425,0,0,0,0,0.000293679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133645,0,0,0,0,0,0,0,0,0,0,0,0.000113167
d__Bacteria.p__Chloroflexi.c__AD3.o__AD3.f__AD3.g__AD3,0,0,0,0,0.000338034,0.0001981,0,0.000832431,0,0,0,0.000143275,0,0,0,0,0.001015407,0.000848844,0.000122615,0.001458558,0,0,0.000446993,0,0,0,0,0,0,0,0,0,0.000165395,0.001253872,0.000314756,0.001312951,0.000554219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__1.20.f__1.20.g__1.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181698,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Longilinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000270838,0.000181698,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__Ardenticatenaceae.g__uncultured,0,0,0,0,0,0,0.000102248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Caldilineales.f__Caldilineaceae.g__uncultured,0,0.000123253,0,0.000291934,0,0,0.000276071,0.000190556,0,0,0,0,0,0,0.000383513,0.000314609,0.000569871,0.000224995,0.000674385,0.000200816,0,0,0,0,0.000125844,0,0,0,0,0,0,0,0,0.000467129,0.000142148,0.000539248,0.000198682,0,0,0,0,0,0,0.000224517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545612,0,0,0.00018644,0,0.000101808,0,0,0.000123972,0,0.00012688,0,0,0,0,0,0.000115571,0,0,0.0014763,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__RBG.13.54.9.f__RBG.13.54.9.g__RBG.13.54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103613,0,0,0.000200816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173029,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__A4b.g__A4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__SBR1031.g__SBR1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251492,0,0,0
d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SJA.15.f__SJA.15.g__SJA.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001064,0,0,0
d__Bacteria.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.__.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122929,0,0.000117228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
